scenario,scale,architecture,regime,real_pct,synthetic_pct,seed,eval_domain,eval_dataset,metric,class,value,selected_seed,source_file
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,real_internal,BDD,AP_50_95,pedestrian,0.27944383944072515,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,real_internal,BDD,AP_50,pedestrian,0.569929693923789,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,real_internal,BDD,AP_75,pedestrian,0.23371241609573973,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,real_internal,BDD,AR_1,pedestrian,0.1122683372487601,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,real_internal,BDD,AR_10,pedestrian,0.32605063951970764,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,real_internal,BDD,AR_100,pedestrian,0.3978595666927695,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,real_internal,BDD,AP_50_95,cyclist,0.18438998149347657,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,real_internal,BDD,AP_50,cyclist,0.36177024088711623,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,real_internal,BDD,AP_75,cyclist,0.16045258683554137,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,real_internal,BDD,AR_1,cyclist,0.14354430379746835,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,real_internal,BDD,AR_10,cyclist,0.29037974683544304,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,real_internal,BDD,AR_100,cyclist,0.30860759493670886,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AP_50_95,all,0.36273140994567554,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AP_50,all,0.5620634340172987,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AP_75,all,0.36946742008706934,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AR_1,all,0.046812790999776664,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AR_10,all,0.26260516873132944,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AR_100,all,0.39372882434911094,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AP_50_95,car,0.46800133594665927,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AP_50,car,0.6672213842755027,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AP_75,car,0.4873754418015136,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AR_1,car,0.07832109996898586,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AR_10,car,0.4017678072986664,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AR_100,car,0.5004238602295048,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AP_50_95,pedestrian,0.3008399467095638,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AP_50,pedestrian,0.509382644714121,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AP_75,pedestrian,0.2935105278041926,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AR_1,pedestrian,0.012904121421520236,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AR_10,pedestrian,0.11057348223099706,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AR_100,pedestrian,0.33185155478775913,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AP_50_95,cyclist,0.3193529471808035,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AP_50,cyclist,0.5095862730622728,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AP_75,cyclist,0.32751629065550186,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AR_1,cyclist,0.049213151608823946,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AR_10,cyclist,0.27547421666432487,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_50_50,50,50,3,synthetic_internal,SYNTHIA,AR_100,cyclist,0.34891105803006883,False,ADD\One-Stage\Mixed\project\metrics\MIX_50_50_seed3_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AP_50_95,all,0.3717211073200892,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AP_50,all,0.6541168558283934,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AP_75,all,0.3639834505468671,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AR_1,all,0.134192301552469,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AR_10,all,0.4046123068281619,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AR_100,all,0.4673222511717891,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AP_50_95,car,0.4870282035287583,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AP_50,car,0.7856217790603457,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AP_75,car,0.4892317262261709,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AR_1,car,0.0807617987095929,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AR_10,car,0.44724724069040056,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AR_100,car,0.5475583794582909,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AP_50_95,pedestrian,0.3392895519288515,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AP_50,pedestrian,0.6532008024665642,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AP_75,pedestrian,0.3080712847808344,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AR_1,pedestrian,0.12915687809971285,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AR_10,pedestrian,0.3767162620725659,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AR_100,pedestrian,0.45137039937353174,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AP_50_95,cyclist,0.28884556650265764,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AP_50,cyclist,0.5235279859582702,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AP_75,cyclist,0.29464734063359593,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AR_1,cyclist,0.19265822784810127,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AR_10,cyclist,0.38987341772151896,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,real_internal,BDD,AR_100,cyclist,0.4030379746835443,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AP_50_95,all,0.3733238194557123,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AP_50,all,0.5729121218623184,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AP_75,all,0.38234932817831124,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AR_1,all,0.047112601442664846,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AR_10,all,0.26877744754475547,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AR_100,all,0.40290863079508743,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AP_50_95,car,0.4849431017255451,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AP_50,car,0.6809043382987086,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AP_75,car,0.507127110153933,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AR_1,car,0.0788483407422723,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AR_10,car,0.4129432440814639,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AR_100,car,0.515693166546056,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AP_50_95,pedestrian,0.3061724297544099,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AP_50,pedestrian,0.5177429591819442,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AP_75,pedestrian,0.3000032283299701,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AR_1,pedestrian,0.012981243830207304,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AR_10,pedestrian,0.11148661154985191,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AR_100,pedestrian,0.3362321076011846,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AP_50_95,cyclist,0.32885592688718196,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AP_50,cyclist,0.5200890681063026,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AP_75,cyclist,0.3399176460510305,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AR_1,cyclist,0.04950821975551496,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AR_10,cyclist,0.2819024870029506,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,1,synthetic_internal,SYNTHIA,AR_100,cyclist,0.35680061823802167,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed1_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AP_50_95,all,0.37256490830382605,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AP_50,all,0.6545858988469353,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AP_75,all,0.3606974407794703,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AR_1,all,0.1367167370734954,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AR_10,all,0.40369677689617245,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AR_100,all,0.46788897012339264,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AP_50_95,car,0.4868213026361336,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AP_50,car,0.7841352089025978,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AP_75,car,0.49063571697858877,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AR_1,car,0.08077162414436838,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AR_10,car,0.44672976779222473,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AR_100,car,0.5468083712704287,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AP_50_95,pedestrian,0.33527587691142513,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AP_50,pedestrian,0.6511877138745749,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AP_75,pedestrian,0.302007271860616,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AR_1,pedestrian,0.12811276429130775,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AR_10,pedestrian,0.37499347428869745,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AR_100,pedestrian,0.44698512137823015,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AP_50_95,cyclist,0.29559754536391925,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AP_50,cyclist,0.5284347737636331,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AP_75,cyclist,0.289449333499206,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AR_1,cyclist,0.20126582278481014,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AR_10,cyclist,0.389367088607595,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,real_internal,BDD,AR_100,cyclist,0.40987341772151903,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\internal\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,synthetic_internal,SYNTHIA,AP_50_95,all,0.37301202056431143,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,synthetic_internal,SYNTHIA,AP_50,all,0.5715784024988902,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,synthetic_internal,SYNTHIA,AP_75,all,0.382345496561427,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,synthetic_internal,SYNTHIA,AR_1,all,0.04740757101182716,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,synthetic_internal,SYNTHIA,AR_10,all,0.26917295166964494,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,synthetic_internal,SYNTHIA,AR_100,all,0.4030045376794363,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,synthetic_internal,SYNTHIA,AP_50_95,car,0.48461167526393917,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,synthetic_internal,SYNTHIA,AP_50,car,0.6784829608636046,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,synthetic_internal,SYNTHIA,AP_75,car,0.5078331514609732,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,synthetic_internal,SYNTHIA,AR_1,car,0.07919983459112995,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,synthetic_internal,SYNTHIA,AR_10,car,0.41327406182156523,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,synthetic_internal,SYNTHIA,AR_100,car,0.5158999276336194,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,synthetic_internal,SYNTHIA,AP_50_95,pedestrian,0.3050136003423483,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\synthia\metrics.json
ADD,large,YOLOv8m,hybrid_70_30,70,30,2,synthetic_internal,SYNTHIA,AP_50,pedestrian,0.5162543863323167,False,ADD\One-Stage\Mixed\project\metrics\MIX_70_30_seed2_yolo_dual_eval\synthia\metrics.json
