scenario,scale,regime,real_pct,synthetic_pct,eval_domain,eval_dataset,metric,class,FasterRCNN,YOLOv8m,architecture_gap
ADD,large,hybrid_30_70,30,70,external,KITTI,AP_50,all,0.4265598851175493,0.4614864534514298,0.034926568333880526
ADD,large,hybrid_30_70,30,70,external,KITTI,AP_50,car,0.7709348960534781,0.7822934409449438,0.011358544891465705
ADD,large,hybrid_30_70,30,70,external,KITTI,AP_50,cyclist,0.0496429172723734,0.0673675403744271,0.0177246231020537
ADD,large,hybrid_30_70,30,70,external,KITTI,AP_50,pedestrian,0.4591018420267964,0.5347983790349187,0.07569653700812229
ADD,large,hybrid_30_70,30,70,external,KITTI,AP_50_95,all,0.2094588492370751,0.2412878876435444,0.03182903840646928
ADD,large,hybrid_30_70,30,70,external,KITTI,AP_50_95,car,0.4449075931074016,0.4665860969725753,0.021678503865173726
ADD,large,hybrid_30_70,30,70,external,KITTI,AP_50_95,cyclist,0.0080476618032397,0.0117296990748688,0.0036820372716291003
ADD,large,hybrid_30_70,30,70,external,KITTI,AP_50_95,pedestrian,0.1754212928005839,0.2455478668831892,0.07012657408260528
ADD,large,hybrid_30_70,30,70,external,KITTI,AP_75,all,0.1894495203787599,0.2300304935782502,0.040580973199490306
ADD,large,hybrid_30_70,30,70,external,KITTI,AP_75,car,0.4761464047311292,0.4958030831768059,0.0196566784456767
ADD,large,hybrid_30_70,30,70,external,KITTI,AP_75,cyclist,0.0001336660055757,0.0006733763139795,0.0005397103084038
ADD,large,hybrid_30_70,30,70,external,KITTI,AP_75,pedestrian,0.0920684903995747,0.1936150212439652,0.10154653084439051
ADD,large,hybrid_30_70,30,70,external,KITTI,AR_1,all,0.1129368195766635,0.1202875044046046,0.007350684827941101
ADD,large,hybrid_30_70,30,70,external,KITTI,AR_1,car,,0.1532756080695108,
ADD,large,hybrid_30_70,30,70,external,KITTI,AR_1,cyclist,,0.0422864167178856,
ADD,large,hybrid_30_70,30,70,external,KITTI,AR_1,pedestrian,,0.1653004884264174,
ADD,large,hybrid_30_70,30,70,external,KITTI,AR_10,all,0.2910469336250493,0.3111520410062967,0.020105107381247378
ADD,large,hybrid_30_70,30,70,external,KITTI,AR_10,car,,0.5224376897868375,
ADD,large,hybrid_30_70,30,70,external,KITTI,AR_10,cyclist,,0.0692685925015365,
ADD,large,hybrid_30_70,30,70,external,KITTI,AR_10,pedestrian,,0.341749840730516,
ADD,large,hybrid_30_70,30,70,external,KITTI,AR_100,all,0.3125766559802088,0.3354802616470421,0.022903605666833304
ADD,large,hybrid_30_70,30,70,external,KITTI,AR_100,car,,0.5527013619554434,
ADD,large,hybrid_30_70,30,70,external,KITTI,AR_100,cyclist,,0.0700061462814996,
ADD,large,hybrid_30_70,30,70,external,KITTI,AR_100,pedestrian,,0.3837332767041835,
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AP_50,all,0.4176093382478759,0.5179485171954105,0.10033917894753458
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AP_50,car,0.6557566756096299,0.7116037575179638,0.05584708190833387
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AP_50,cyclist,0.228515353313289,0.3070777324656327,0.07856237915234368
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AP_50,pedestrian,0.3685559858207088,0.5351640616026346,0.16660807578192582
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AP_50_95,all,0.19344977551747414,0.2796987102001265,0.08624893468265235
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AP_50_95,car,0.3476484523459258,0.422894529539293,0.07524607719336723
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AP_50_95,cyclist,0.09303716733505353,0.15808657192336914,0.06504940458831561
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AP_50_95,pedestrian,0.13966370687144314,0.25811502913771717,0.11845132226627403
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AP_75,all,0.15669911488760394,0.2564927639201757,0.09979364903257179
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AP_75,car,0.33026908037391295,0.4156187264722308,0.08534964609831786
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AP_75,cyclist,0.06454676273632247,0.14195684472028788,0.07741008198396541
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AP_75,pedestrian,0.07528150155257644,0.2119027205680085,0.13662121901543206
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AR_1,all,0.08280388407982617,0.10626050482159283,0.02345662074176666
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AR_1,car,,0.07753578095830736,
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AR_1,cyclist,,0.13518987341772146,
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AR_1,pedestrian,,0.10605586008874963,
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AR_10,all,0.24457569005713584,0.32397556233624364,0.0793998722791078
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AR_10,car,,0.3988984595901702,
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AR_10,cyclist,,0.2643881856540084,
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AR_10,pedestrian,,0.30864004176455234,
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AR_100,all,0.28646617596517304,0.3850204757984803,0.09855429983330727
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AR_100,car,,0.49233397744516866,
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AR_100,cyclist,,0.2822784810126582,
ADD,large,hybrid_30_70,30,70,real_internal,BDD,AR_100,pedestrian,,0.3804489689376142,
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50,all,0.41901793124075487,0.5780425538892567,0.15902462264850187
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50,car,0.5681064715779983,0.6820148559428366,0.1139083843648383
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50,cyclist,0.34286447015651866,0.5305186246859993,0.18765415452948064
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50,pedestrian,0.34608285198774763,0.5215941810389341,0.17551132905118644
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50_95,all,0.2269104068869626,0.3780748904093703,0.15116448352240772
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50_95,car,0.3482758821536455,0.4850321649227461,0.13675628276910057
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50_95,cyclist,0.16634310347515655,0.33724219729276067,0.17089909381760413
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50_95,pedestrian,0.1661122350320857,0.31195030901260407,0.14583807398051837
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_75,all,0.21319743330812999,0.38769659177295807,0.17449915846482808
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_75,car,0.36206004975353095,0.5066886151440406,0.14462856539050967
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_75,cyclist,0.13933971626327327,0.3489131692339746,0.20957345297070132
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_75,pedestrian,0.13819253390758587,0.30748799094085905,0.16929545703327317
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_1,all,0.03782956840098983,0.04742246326012667,0.009592894859136836
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_1,car,,0.07911713015610457,
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_1,cyclist,,0.050138166830593335,
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_1,pedestrian,,0.013012092793682067,
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_10,all,0.19448980905257504,0.271009356266429,0.07651954721385398
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_10,car,,0.41364967779730516,
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_10,cyclist,,0.2871200412158681,
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_10,pedestrian,,0.1122583497861138,
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_100,all,0.2712016678759586,0.4074724925915871,0.13627082471562846
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_100,car,,0.5157345187635687,
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_100,cyclist,,0.3645309353191888,
ADD,large,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_100,pedestrian,,0.3421520236920039,
ADD,large,hybrid_50_50,50,50,external,KITTI,AP_50,all,0.4266940964664919,0.4672705939598442,0.04057649749335229
ADD,large,hybrid_50_50,50,50,external,KITTI,AP_50,car,0.7769903432025985,0.7967713731049088,0.019781029902310232
ADD,large,hybrid_50_50,50,50,external,KITTI,AP_50,cyclist,0.0517250424622883,0.0562690846211777,0.0045440421588894
ADD,large,hybrid_50_50,50,50,external,KITTI,AP_50,pedestrian,0.4513669037345887,0.548771324153446,0.09740442041885727
ADD,large,hybrid_50_50,50,50,external,KITTI,AP_50_95,all,0.2101761692955567,0.2444536925382262,0.03427752324266953
ADD,large,hybrid_50_50,50,50,external,KITTI,AP_50_95,car,0.4500548951031801,0.4735408934152352,0.023485998312055112
ADD,large,hybrid_50_50,50,50,external,KITTI,AP_50_95,cyclist,0.008366784603564,0.0097903787956664,0.0014235941921024002
ADD,large,hybrid_50_50,50,50,external,KITTI,AP_50_95,pedestrian,0.1721068281799262,0.2500298054037771,0.07792297722385091
ADD,large,hybrid_50_50,50,50,external,KITTI,AP_75,all,0.1896641771576859,0.2342019362889407,0.044537759131254795
ADD,large,hybrid_50_50,50,50,external,KITTI,AP_75,car,0.4827260025483664,0.5070375778843039,0.02431157533593753
ADD,large,hybrid_50_50,50,50,external,KITTI,AP_75,cyclist,5.0745615672144535e-05,0.0002909586527169,0.00024021303704475547
ADD,large,hybrid_50_50,50,50,external,KITTI,AP_75,pedestrian,0.0862157833090193,0.1952772723298013,0.109061489020782
ADD,large,hybrid_50_50,50,50,external,KITTI,AR_1,all,0.1117932859341822,0.1200210334871784,0.008227747552996198
ADD,large,hybrid_50_50,50,50,external,KITTI,AR_1,car,,0.1546014852229337,
ADD,large,hybrid_50_50,50,50,external,KITTI,AR_1,cyclist,,0.0388444990780577,
ADD,large,hybrid_50_50,50,50,external,KITTI,AR_1,pedestrian,,0.1666171161605436,
ADD,large,hybrid_50_50,50,50,external,KITTI,AR_10,all,0.2899905465608286,0.3164556140448828,0.026465067484054194
ADD,large,hybrid_50_50,50,50,external,KITTI,AR_10,car,,0.5292264213342955,
ADD,large,hybrid_50_50,50,50,external,KITTI,AR_10,cyclist,,0.0654578979717271,
ADD,large,hybrid_50_50,50,50,external,KITTI,AR_10,pedestrian,,0.354682522828626,
ADD,large,hybrid_50_50,50,50,external,KITTI,AR_100,all,0.3128447853589697,0.342068903036213,0.02922411767724331
ADD,large,hybrid_50_50,50,50,external,KITTI,AR_100,car,,0.5593788521090767,
ADD,large,hybrid_50_50,50,50,external,KITTI,AR_100,cyclist,,0.0674861708666256,
ADD,large,hybrid_50_50,50,50,external,KITTI,AR_100,pedestrian,,0.3993416861329369,
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AP_50,all,0.4402425166254625,0.5624702258783331,0.12222770925287058
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AP_50,car,0.6773121485771578,0.7378216527525462,0.06050950417538836
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AP_50,cyclist,0.2466444822726609,0.37610895536370853,0.12946447309104764
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AP_50,pedestrian,0.39677091902656886,0.5734800695187442,0.17670915049217534
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AP_50_95,all,0.20486484269672933,0.3050002967158521,0.10013545401912277
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AP_50_95,car,0.3624209674070997,0.44305949962052465,0.08063853221342493
