scenario,scale,regime,real_pct,synthetic_pct,eval_domain,eval_dataset,metric,class,FasterRCNN,YOLOv8m,architecture_gap
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AP_50_95,cyclist,0.10322084908894873,0.19215049228011927,0.08892964319117054
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AP_50_95,pedestrian,0.14895271159413945,0.27979089824691256,0.1308381866527731
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AP_75,all,0.16591423334890373,0.28029685601369675,0.11438262266479302
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AP_75,car,0.3463878509626508,0.43879788650568646,0.09241003554303567
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AP_75,cyclist,0.07092403592878727,0.17189057196945842,0.10096653604067116
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AP_75,pedestrian,0.08043081315527313,0.23020210956594536,0.14977129641067222
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AR_1,all,0.08529924849431976,0.113506668749096,0.02820742025477624
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AR_1,car,,0.07839386892870007,
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AR_1,cyclist,,0.1495358649789029,
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AR_1,pedestrian,,0.112590272339685,
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AR_10,all,0.2545938030480486,0.3464516665140749,0.09185786346602631
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AR_10,car,,0.41446303998951955,
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AR_10,cyclist,,0.2978059071729957,
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AR_10,pedestrian,,0.32708605237970934,
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AR_100,all,0.29795614038885493,0.4078047738164026,0.10984863342754769
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AR_100,car,,0.5091529383508554,
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AR_100,cyclist,,0.31594936708860755,
ADD,large,hybrid_50_50,50,50,real_internal,BDD,AR_100,pedestrian,,0.3983120160097451,
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AP_50,all,0.4073984836097246,0.5634786812807066,0.15608019767098197
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AP_50,car,0.5523822088882896,0.6666726048024593,0.11429039591416967
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AP_50,cyclist,0.3333590161341761,0.5114183588866228,0.17805934275244667
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AP_50,pedestrian,0.33645422580670775,0.5123450801530379,0.17589085434633017
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AP_50_95,all,0.21856352757603884,0.36247499786369103,0.1439114702876522
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AP_50_95,car,0.33742120964126143,0.4671054072451765,0.12968419760391509
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AP_50_95,cyclist,0.15692635469679697,0.31929491397063864,0.16236855927384167
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AP_50_95,pedestrian,0.16134301839005824,0.3010246723752579,0.13968165398519963
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AP_75,all,0.20281286963990217,0.3685203328055426,0.16570746316564042
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AP_75,car,0.3481766340966959,0.4861047685259439,0.137928134429248
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AP_75,cyclist,0.12502625681693416,0.32631182039596024,0.20128556357902608
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AP_75,pedestrian,0.1352357180060765,0.2931444094947235,0.15790869148864697
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AR_1,all,0.037078452238982866,0.04682577530633267,0.009747323067349802
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AR_1,car,,0.07837279024087661,
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AR_1,cyclist,,0.0492014425553838,
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AR_1,pedestrian,,0.0129030931227377,
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AR_10,all,0.18917590960359928,0.26244963086554834,0.07327372126194906
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AR_10,car,,0.40166098073675865,
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AR_10,cyclist,,0.27514167954662544,
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AR_10,pedestrian,,0.1105462323132609,
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AR_100,all,0.2635307669819886,0.39325460416470825,0.12972383718271968
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AR_100,car,,0.49942451497294876,
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AR_100,cyclist,,0.3482764273336143,
ADD,large,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AR_100,pedestrian,,0.33206287018756164,
ADD,large,hybrid_70_30,70,30,external,KITTI,AP_50,all,0.4174816423791005,0.4854179989909719,0.06793635661187136
ADD,large,hybrid_70_30,70,30,external,KITTI,AP_50,car,0.7733173472803195,0.8111817666623657,0.03786441938204621
ADD,large,hybrid_70_30,70,30,external,KITTI,AP_50,cyclist,0.0489333173017706,0.0707853459663095,0.021852028664538906
ADD,large,hybrid_70_30,70,30,external,KITTI,AP_50,pedestrian,0.4301942625552116,0.5742868843442404,0.14409262178902876
ADD,large,hybrid_70_30,70,30,external,KITTI,AP_50_95,all,0.2017928883139945,0.2585759859982708,0.05678309768427631
ADD,large,hybrid_70_30,70,30,external,KITTI,AP_50_95,car,0.4389925286226124,0.4945738563484642,0.05558132772585178
ADD,large,hybrid_70_30,70,30,external,KITTI,AP_50_95,cyclist,0.0079135533453623,0.0145810624010008,0.006667509055638501
ADD,large,hybrid_70_30,70,30,external,KITTI,AP_50_95,pedestrian,0.1584725829740088,0.2665730392453472,0.10810045627133841
ADD,large,hybrid_70_30,70,30,external,KITTI,AP_75,all,0.1794808442024834,0.2525461645243796,0.07306532032189622
ADD,large,hybrid_70_30,70,30,external,KITTI,AP_75,car,0.46147544245706,0.5361436216296523,0.07466817917259233
ADD,large,hybrid_70_30,70,30,external,KITTI,AP_75,cyclist,0.0001901308687414,0.0002071289608323,1.6998092090900012e-05
ADD,large,hybrid_70_30,70,30,external,KITTI,AP_75,pedestrian,0.0767769592816487,0.2212877429826542,0.1445107837010055
ADD,large,hybrid_70_30,70,30,external,KITTI,AR_1,all,0.1092035580923697,0.1259756863547429,0.016772128262373204
ADD,large,hybrid_70_30,70,30,external,KITTI,AR_1,car,,0.1580920597697002,
ADD,large,hybrid_70_30,70,30,external,KITTI,AR_1,cyclist,,0.0459127228027043,
ADD,large,hybrid_70_30,70,30,external,KITTI,AR_1,pedestrian,,0.1739222764918241,
ADD,large,hybrid_70_30,70,30,external,KITTI,AR_10,all,0.2850412304647292,0.3338460398713396,0.04880480940661042
ADD,large,hybrid_70_30,70,30,external,KITTI,AR_10,car,,0.5537626649830132,
ADD,large,hybrid_70_30,70,30,external,KITTI,AR_10,cyclist,,0.0844499078057775,
ADD,large,hybrid_70_30,70,30,external,KITTI,AR_10,pedestrian,,0.3633255468252283,
ADD,large,hybrid_70_30,70,30,external,KITTI,AR_100,all,0.3092144980486908,0.3596045354055809,0.05039003735689013
ADD,large,hybrid_70_30,70,30,external,KITTI,AR_100,car,,0.585601755810108,
ADD,large,hybrid_70_30,70,30,external,KITTI,AR_100,cyclist,,0.0887523048555623,
ADD,large,hybrid_70_30,70,30,external,KITTI,AR_100,pedestrian,,0.4044595455510724,
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AP_50,all,0.4774077738498028,0.6522583585751032,0.17485058472530035
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AP_50,car,0.7153518919394916,0.7847173520180606,0.06936546007856903
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AP_50,cyclist,0.2817632116608127,0.5199107117176067,0.23814750005679403
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AP_50,pedestrian,0.4351082179491043,0.652147011989642,0.21703879404053766
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AP_50_95,all,0.21869857012404018,0.3712097369709675,0.1525111668469273
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AP_50_95,car,0.38486701483122715,0.48639879478866205,0.1015317799574349
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AP_50_95,cyclist,0.1147965946653311,0.2909263427109092,0.17612974804557813
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AP_50_95,pedestrian,0.15643210087556222,0.33630407341333113,0.1798719725377689
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AP_75,all,0.17180623914122492,0.36220564844933384,0.19039940930810892
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AP_75,car,0.36774503317830914,0.4886139545901916,0.12086892141188244
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AP_75,cyclist,0.07300796173745473,0.29552261236640076,0.22251465062894604
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AP_75,pedestrian,0.0746657225079108,0.3024803783914091,0.2278146558834983
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AR_1,all,0.09055370846180215,0.13524798098797552,0.044694272526173376
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AR_1,car,,0.0807465146999421,
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AR_1,cyclist,,0.1963713080168776,
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AR_1,pedestrian,,0.12862612024710687,
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AR_10,all,0.27081158465901184,0.4030893323396672,0.13227774768065537
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AR_10,car,,0.44641426216443403,
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AR_10,cyclist,,0.38801687763713083,
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AR_10,pedestrian,,0.3748368572174367,
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AR_100,all,0.31962894436186146,0.46707834904481665,0.1474494046829552
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AR_100,car,,0.5468236552800795,
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AR_100,cyclist,,0.4065822784810127,
ADD,large,hybrid_70_30,70,30,real_internal,BDD,AR_100,pedestrian,,0.4478291133733577,
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AP_50,all,0.4013194662662311,0.5726152682741883,0.1712958020079572
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AP_50,car,0.5530485185506934,0.6802973662774865,0.12724884772679312
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AP_50,cyclist,0.31914836821612363,0.5206329324932387,0.20148456427711509
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AP_50,pedestrian,0.33176151203187637,0.5169155060518396,0.1851539940199632
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AP_50_95,all,0.21122487340991492,0.3733552306876124,0.16213035727769748
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AP_50_95,car,0.3317600461320966,0.4851645421113915,0.1534044959792949
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AP_50_95,cyclist,0.14802452759503928,0.3294750430355229,0.1814505154404836
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AP_50_95,pedestrian,0.15389004650260893,0.3054261069159227,0.15153606041331377
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AP_75,all,0.19189736691641066,0.38248168685753164,0.190584319941121
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AP_75,car,0.3401308238327158,0.5081192564600264,0.1679884326273106
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AP_75,cyclist,0.11357459084841799,0.3397000389694125,0.2261254481209945
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AP_75,pedestrian,0.12198668606809822,0.29962576514315614,0.17763907907505794
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AR_1,all,0.036609438687031065,0.04729100885900453,0.010681570171973465
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AR_1,car,,0.07914469830111304,
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AR_1,cyclist,,0.04974708444569337,
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AR_1,pedestrian,,0.012981243830207267,
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AR_10,all,0.18486820889940592,0.2690694493640255,0.08420124046461958
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AR_10,car,,0.41338088838347287,
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AR_10,cyclist,,0.2824200271650039,
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AR_10,pedestrian,,0.11140743254359982,
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AR_100,all,0.25926200127887816,0.40308641229036385,0.1438244110114857
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AR_100,car,,0.51606533650367,
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AR_100,cyclist,,0.3573345510748911,
ADD,large,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AR_100,pedestrian,,0.3358593492925304,
ADD,large,real_only,100,0,external,KITTI,AP_50,all,0.4248183454900828,0.4832714670543617,0.0584531215642789
ADD,large,real_only,100,0,external,KITTI,AP_50,car,0.7530582075649026,0.8212552184762141,0.06819701091131147
ADD,large,real_only,100,0,external,KITTI,AP_50,cyclist,0.0183448837972604,0.061475389907719,0.0431305061104586
ADD,large,real_only,100,0,external,KITTI,AP_50,pedestrian,0.5030519451080855,0.5670837927791521,0.06403184767106662
ADD,large,real_only,100,0,external,KITTI,AP_50_95,all,0.201694829111606,0.2612653921270521,0.05957056301544608
ADD,large,real_only,100,0,external,KITTI,AP_50_95,car,0.4174692589563798,0.5038965541856849,0.08642729522930509
ADD,large,real_only,100,0,external,KITTI,AP_50_95,cyclist,0.0029473611427488,0.0140934049108994,0.0111460437681506
ADD,large,real_only,100,0,external,KITTI,AP_50_95,pedestrian,0.1846678672356894,0.2658062172845718,0.08113835004888242
ADD,large,real_only,100,0,external,KITTI,AP_75,all,0.1693368251118387,0.2579535322062229,0.08861670709438421
ADD,large,real_only,100,0,external,KITTI,AP_75,car,0.4292227108032286,0.5473222889891808,0.11809957818595218
ADD,large,real_only,100,0,external,KITTI,AP_75,cyclist,2.24585749446749e-05,0.0007538221863183,0.0007313636113736251
ADD,large,real_only,100,0,external,KITTI,AP_75,pedestrian,0.0787653059573427,0.2257844854431696,0.14701917948582688
ADD,large,real_only,100,0,external,KITTI,AR_1,all,0.110277945718646,0.1275946395324864,0.017316693813840392
ADD,large,real_only,100,0,external,KITTI,AR_1,car,,0.1588076125191665,
ADD,large,real_only,100,0,external,KITTI,AR_1,cyclist,,0.0511370620774431,
ADD,large,real_only,100,0,external,KITTI,AR_1,pedestrian,,0.1728392440008494,
ADD,large,real_only,100,0,external,KITTI,AR_10,all,0.2788189577178228,0.3458705578554651,0.06705160013764233
ADD,large,real_only,100,0,external,KITTI,AR_10,car,,0.5624906046120081,
