scenario,scale,architecture,regime,real_pct,synthetic_pct,eval_domain,eval_dataset,metric,class,seed,selected_seed,value,source_file
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AP_50_95,all,2,True,0.2612653921270521,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AP_50,all,2,True,0.4832714670543617,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AP_75,all,2,True,0.2579535322062229,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AR_1,all,2,True,0.1275946395324864,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AR_10,all,2,True,0.3458705578554651,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AR_100,all,2,True,0.3752875321242042,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AP_50_95,car,2,True,0.5038965541856849,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AP_50,car,2,True,0.8212552184762141,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AP_75,car,2,True,0.5473222889891808,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AR_1,car,2,True,0.1588076125191665,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AR_10,car,2,True,0.5624906046120081,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AR_100,car,2,True,0.5955262920537565,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AP_50_95,pedestrian,2,True,0.2658062172845718,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AP_50,pedestrian,2,True,0.5670837927791521,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AP_75,pedestrian,2,True,0.2257844854431696,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AR_1,pedestrian,2,True,0.1728392440008494,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AR_10,pedestrian,2,True,0.364918241664897,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AR_100,pedestrian,2,True,0.4102994266298577,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AP_50_95,cyclist,2,True,0.0140934049108994,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AP_50,cyclist,2,True,0.061475389907719,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AP_75,cyclist,2,True,0.0007538221863183,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AR_1,cyclist,2,True,0.0511370620774431,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AR_10,cyclist,2,True,0.1102028272894898,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,real_only,100,0,external,KITTI,AR_100,cyclist,2,True,0.1200368776889981,ADD/One-Stage/External/project/metrics_kitti/real/E1_yolov8m_real_seed2_kitti_eval/internal/metrics.json
ADD,large,YOLOv8m,hybrid_30_70,30,70,external,KITTI,AP_50_95,all,1,True,0.2412878876435444,ADD/One-Stage/External/project/metrics_kitti/mixed/MIX_30_70_yolov8m_seed1_kitti_eval/internal/metrics.json
