scenario,scale,architecture,regime,real_pct,synthetic_pct,eval_domain,eval_dataset,metric,class,mean,std,min,max,n
ADD,large,FasterRCNN,real_only,100,0,synthetic_internal,SYNTHIA,AR_100,all,0.10329554476485463,0.0013427582415730392,0.1022589526483053,0.104812393417259,3
ADD,large,FasterRCNN,synthetic_only,0,100,real_internal,BDD,AP_50,all,0.18173503636296892,0.0064626911816537,0.1768981746233663,0.1890748444478799,3
ADD,large,FasterRCNN,synthetic_only,0,100,real_internal,BDD,AP_50_95,all,0.08272704297805866,0.002286172469301102,0.0813118210577372,0.0853645359933128,3
ADD,large,FasterRCNN,synthetic_only,0,100,real_internal,BDD,AP_75,all,0.06625567478785617,0.0018176142672948143,0.0642127899479701,0.067693875858455,3
ADD,large,FasterRCNN,synthetic_only,0,100,real_internal,BDD,AR_1,all,0.045357936662387466,0.002435424305792305,0.0438044502066061,0.0481647787605359,3
ADD,large,FasterRCNN,synthetic_only,0,100,real_internal,BDD,AR_10,all,0.12861226409618384,0.004059050767469212,0.1262097006965505,0.1332987516673873,3
ADD,large,FasterRCNN,synthetic_only,0,100,real_internal,BDD,AR_100,all,0.15541363778681141,0.005596813203317756,0.1517748263452137,0.1618583658209421,3
ADD,large,FasterRCNN,synthetic_only,0,100,synthetic_internal,SYNTHIA,AP_50,all,0.42508814286996804,0.0010245617080489884,0.4243780575392377,0.4262626736749127,3
ADD,large,FasterRCNN,synthetic_only,0,100,synthetic_internal,SYNTHIA,AP_50_95,all,0.2340428678484835,0.0009620757542699434,0.2331195563069301,0.2350395111003098,3
ADD,large,FasterRCNN,synthetic_only,0,100,synthetic_internal,SYNTHIA,AP_75,all,0.2251906067182797,0.0010500417650075606,0.2243645289051687,0.2263722705615075,3
ADD,large,FasterRCNN,synthetic_only,0,100,synthetic_internal,SYNTHIA,AR_1,all,0.038624275436014495,0.00013149720260089234,0.0385028125371318,0.0387639156139852,3
ADD,large,FasterRCNN,synthetic_only,0,100,synthetic_internal,SYNTHIA,AR_10,all,0.2000808773341121,0.00011214834464104237,0.1999620661069814,0.2001848942740027,3
ADD,large,FasterRCNN,synthetic_only,0,100,synthetic_internal,SYNTHIA,AR_100,all,0.27926621637497107,0.0009318353241985299,0.2786840670964435,0.2803409642462369,3
ADD,large,YOLOv8m,hybrid_30_70,30,70,real_internal,BDD,AP_50,all,0.5179485171954105,0.001544707713212739,0.5164332607169497,0.5195210811821823,3
ADD,large,YOLOv8m,hybrid_30_70,30,70,real_internal,BDD,AP_50_95,all,0.2796987102001265,0.0002894145886296588,0.2793650522467736,0.2798818205076748,3
ADD,large,YOLOv8m,hybrid_30_70,30,70,real_internal,BDD,AP_75,all,0.2564927639201757,0.003949703333630038,0.2520941026481954,0.2597356417206359,3
ADD,large,YOLOv8m,hybrid_30_70,30,70,real_internal,BDD,AR_1,all,0.10626050482159283,0.0021286101496672837,0.1040667069371621,0.1083173096451148,3
ADD,large,YOLOv8m,hybrid_30_70,30,70,real_internal,BDD,AR_10,all,0.32397556233624364,0.002760823189156927,0.3211481524184819,0.3266645945274432,3
ADD,large,YOLOv8m,hybrid_30_70,30,70,real_internal,BDD,AR_100,all,0.3850204757984803,0.004849902920547524,0.3802961964414466,0.3899869285834159,3
ADD,large,YOLOv8m,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50,all,0.5780425538892567,0.00047080603671021754,0.5775270986700269,0.5784499069042323,3
ADD,large,YOLOv8m,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50_95,all,0.3780748904093703,0.0004149756557994667,0.3777346827112167,0.3785372250516465,3
ADD,large,YOLOv8m,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_75,all,0.38769659177295807,0.0012717875946596422,0.386289277494114,0.388763626919903,3
ADD,large,YOLOv8m,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_1,all,0.04742246326012667,0.00011679230523286154,0.047295150122621,0.0475246421123717,3
ADD,large,YOLOv8m,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_10,all,0.271009356266429,0.00024323653351671285,0.2707677888262634,0.2712542282217564,3
ADD,large,YOLOv8m,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_100,all,0.4074724925915871,0.000308774729473101,0.4071619520400971,0.4077794706719151,3
ADD,large,YOLOv8m,hybrid_50_50,50,50,real_internal,BDD,AP_50,all,0.5624702258783331,0.005276442323401143,0.5564463447577315,0.5662730430256081,3
ADD,large,YOLOv8m,hybrid_50_50,50,50,real_internal,BDD,AP_50_95,all,0.3050002967158521,0.0023309547573014673,0.3025478064410763,0.3071869160874237,3
ADD,large,YOLOv8m,hybrid_50_50,50,50,real_internal,BDD,AP_75,all,0.28029685601369675,0.0028035062513414727,0.2779165318556341,0.2833870680863383,3
ADD,large,YOLOv8m,hybrid_50_50,50,50,real_internal,BDD,AR_1,all,0.113506668749096,0.002259078911717872,0.1114971491944726,0.1159518489161058,3
ADD,large,YOLOv8m,hybrid_50_50,50,50,real_internal,BDD,AR_10,all,0.3464516665140749,0.002459470315654654,0.3437665147717968,0.3485951570649971,3
ADD,large,YOLOv8m,hybrid_50_50,50,50,real_internal,BDD,AR_100,all,0.4078047738164026,0.0029203467268986852,0.4052823922317151,0.4110041643820489,3
ADD,large,YOLOv8m,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AP_50,all,0.5634786812807066,0.001327632473177202,0.5620634340172987,0.5646966130265896,3
ADD,large,YOLOv8m,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AP_50_95,all,0.36247499786369103,0.0002478797360011268,0.36223663740073,0.3627314099456755,3
ADD,large,YOLOv8m,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AP_75,all,0.3685203328055426,0.0010034539585001244,0.3674686982483073,0.3694674200870693,3
ADD,large,YOLOv8m,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AR_1,all,0.04682577530633267,1.1811951261832787e-05,0.0468127909997766,0.046835883815519,3
ADD,large,YOLOv8m,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AR_10,all,0.26244963086554834,0.00021530524396310704,0.2622038966764016,0.2626051687313294,3
ADD,large,YOLOv8m,hybrid_50_50,50,50,synthetic_internal,SYNTHIA,AR_100,all,0.39325460416470825,0.0004634299339494514,0.3928027763130895,0.3937288243491109,3
ADD,large,YOLOv8m,hybrid_70_30,70,30,real_internal,BDD,AP_50,all,0.6522583585751032,0.0036327927218064836,0.6480723210499808,0.6545858988469353,3
ADD,large,YOLOv8m,hybrid_70_30,70,30,real_internal,BDD,AP_50_95,all,0.3712097369709675,0.0016706236598845038,0.3693431952889873,0.372564908303826,3
ADD,large,YOLOv8m,hybrid_70_30,70,30,real_internal,BDD,AP_75,all,0.36220564844933384,0.0016595107454999143,0.3606974407794703,0.3639834505468671,3
ADD,large,YOLOv8m,hybrid_70_30,70,30,real_internal,BDD,AR_1,all,0.13524798098797552,0.0013119328923556375,0.134192301552469,0.1367167370734954,3
ADD,large,YOLOv8m,hybrid_70_30,70,30,real_internal,BDD,AR_10,all,0.4030893323396672,0.001900937333150543,0.4009589132946675,0.4046123068281619,3
ADD,large,YOLOv8m,hybrid_70_30,70,30,real_internal,BDD,AR_100,all,0.46707834904481665,0.0009561940105474232,0.4660238258392682,0.4678889701233926,3
ADD,large,YOLOv8m,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AP_50,all,0.5726152682741883,0.0009248866757411913,0.5715784024988902,0.5733552804613562,3
ADD,large,YOLOv8m,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AP_50_95,all,0.3733552306876124,0.0003599451444306307,0.3730120205643114,0.3737298520428134,3
ADD,large,YOLOv8m,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AP_75,all,0.38248168685753164,0.00023257812543982391,0.382345496561427,0.3827502358328568,3
ADD,large,YOLOv8m,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AR_1,all,0.04729100885900453,0.000156908856179565,0.0471126014426648,0.0474075710118271,3
ADD,large,YOLOv8m,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AR_10,all,0.2690694493640255,0.000256427237605641,0.2687774475447554,0.2692579488776762,3
ADD,large,YOLOv8m,hybrid_70_30,70,30,synthetic_internal,SYNTHIA,AR_100,all,0.40308641229036385,0.00022992499371129094,0.4029086307950874,0.4033460683965678,3
ADD,large,YOLOv8m,real_only,100,0,real_internal,BDD,AP_50,all,0.6756017794047801,0.001453155571346391,0.6739881504942037,0.676807106618646,3
ADD,large,YOLOv8m,real_only,100,0,real_internal,BDD,AP_50_95,all,0.3901825272119301,0.002780216404086661,0.3877296945629223,0.3932026303124692,3
ADD,large,YOLOv8m,real_only,100,0,real_internal,BDD,AP_75,all,0.38704294325413874,0.00697173268954376,0.3799561819497043,0.393893651733308,3
ADD,large,YOLOv8m,real_only,100,0,real_internal,BDD,AR_1,all,0.1428319648567438,0.0019374094994279018,0.1415251003100441,0.145057858373148,3
ADD,large,YOLOv8m,real_only,100,0,real_internal,BDD,AR_10,all,0.41780975926308556,0.0027889830851845054,0.4160177251242883,0.4210230779709172,3
ADD,large,YOLOv8m,real_only,100,0,real_internal,BDD,AR_100,all,0.4820385106794685,0.0011193950117783817,0.4809907105526598,0.483217873452025,3
ADD,large,YOLOv8m,real_only,100,0,synthetic_internal,SYNTHIA,AP_50,all,0.18570117325127677,0.0007678170602097616,0.1852400548411293,0.1865875299836533,3
ADD,large,YOLOv8m,real_only,100,0,synthetic_internal,SYNTHIA,AP_50_95,all,0.09610737498608424,0.00020739121328016555,0.0958681266321076,0.0962360149373279,3
ADD,large,YOLOv8m,real_only,100,0,synthetic_internal,SYNTHIA,AP_75,all,0.08700804080773154,0.0008921128256780125,0.0861524043346657,0.0879326285715191,3
ADD,large,YOLOv8m,real_only,100,0,synthetic_internal,SYNTHIA,AR_1,all,0.025048067351286566,0.00013242926779146456,0.0249396526071971,0.0251956674072835,3
ADD,large,YOLOv8m,real_only,100,0,synthetic_internal,SYNTHIA,AR_10,all,0.09597431391792262,0.0006711812302069126,0.095236273303917,0.0965481665535279,3
ADD,large,YOLOv8m,real_only,100,0,synthetic_internal,SYNTHIA,AR_100,all,0.14027011853271168,0.0009515393313421603,0.1392263508545326,0.1410892209354587,3
ADD,large,YOLOv8m,synthetic_only,0,100,real_internal,BDD,AP_50,all,0.13367774388849563,0.009396671943383417,0.1231193825892184,0.1411221493802725,3
ADD,large,YOLOv8m,synthetic_only,0,100,real_internal,BDD,AP_50_95,all,0.06171790835888493,0.003540099369464764,0.0580464526944606,0.0651101109013991,3
ADD,large,YOLOv8m,synthetic_only,0,100,real_internal,BDD,AP_75,all,0.04688197985228667,0.003266501231121191,0.0440701863146371,0.050465121007748,3
ADD,large,YOLOv8m,synthetic_only,0,100,real_internal,BDD,AR_1,all,0.03781904904477693,0.0016726846054360336,0.0360286449332654,0.0393417171373623,3
ADD,large,YOLOv8m,synthetic_only,0,100,real_internal,BDD,AR_10,all,0.1090784413844532,0.0019797685798323963,0.1074251254958312,0.1112723570071168,3
ADD,large,YOLOv8m,synthetic_only,0,100,real_internal,BDD,AR_100,all,0.1572940335126356,0.001890741604438154,0.1559199696578374,0.1594503731705514,3
ADD,large,YOLOv8m,synthetic_only,0,100,synthetic_internal,SYNTHIA,AP_50,all,0.5951366798916754,0.0006677787470342456,0.5944041236520493,0.5957114033804205,3
ADD,large,YOLOv8m,synthetic_only,0,100,synthetic_internal,SYNTHIA,AP_50_95,all,0.3955913769822903,0.00032559013846426035,0.3952972986206869,0.395941264323529,3
ADD,large,YOLOv8m,synthetic_only,0,100,synthetic_internal,SYNTHIA,AP_75,all,0.4065732330597353,0.00031454596056404134,0.4063846474732426,0.4069363487849137,3
ADD,large,YOLOv8m,synthetic_only,0,100,synthetic_internal,SYNTHIA,AR_1,all,0.04826096335520467,8.508512378480037e-05,0.048209365124828,0.048359168929055,3
ADD,large,YOLOv8m,synthetic_only,0,100,synthetic_internal,SYNTHIA,AR_10,all,0.28012982084792104,0.00024022266186762576,0.2798751270194939,0.2803523266692091,3
ADD,large,YOLOv8m,synthetic_only,0,100,synthetic_internal,SYNTHIA,AR_100,all,0.4231578898593888,9.962845995533039e-05,0.4230439144096275,0.4232284063562708,3
IS,small,FasterRCNN,hybrid_30_70,30,70,real_internal,IS_real,AP_50,all,0.04737854202874623,0.006550320486826496,0.0425149288301211,0.05482688612625,3
IS,small,FasterRCNN,hybrid_30_70,30,70,real_internal,IS_real,AP_50_95,all,0.025766709611513432,0.003649543737924682,0.0235205096597731,0.0299777067404032,3
IS,small,FasterRCNN,hybrid_30_70,30,70,real_internal,IS_real,AP_75,all,0.02496058398469737,0.004662892482683931,0.019603610717487,0.0281077862739675,3
IS,small,FasterRCNN,hybrid_30_70,30,70,real_internal,IS_real,AR_1,all,0.0192452830188679,0.0018867924528301987,0.0173584905660377,0.0211320754716981,3
IS,small,FasterRCNN,hybrid_30_70,30,70,real_internal,IS_real,AR_10,all,0.0574842767295597,0.0008508018401552792,0.0566037735849056,0.0583018867924528,3
IS,small,FasterRCNN,hybrid_30_70,30,70,real_internal,IS_real,AR_100,all,0.058930817610062865,0.0011373044855362087,0.0577358490566037,0.06,3
IS,small,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,IS_synth,AP_50,all,0.5514806913694152,0.048504919672256085,0.4987569744659927,0.5942097270159831,3
IS,small,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,IS_synth,AP_50_95,all,0.32970476792304654,0.030292963073522007,0.2950535740811201,0.351169771295507,3
IS,small,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,IS_synth,AP_75,all,0.37099198309143083,0.03546873354462549,0.331493539713425,0.4001186131268529,3
IS,small,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,IS_synth,AR_1,all,0.0828673612775817,0.0022463264851124883,0.0815295764766048,0.0854607618093661,3
IS,small,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,IS_synth,AR_10,all,0.5124241470487031,0.039307658298727836,0.4673234386165537,0.5393945210744882,3
IS,small,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,IS_synth,AR_100,all,0.5609816503432551,0.04680847608648928,0.5074820557764366,0.5943931643295101,3
IS,small,FasterRCNN,hybrid_50_50,50,50,real_internal,IS_real,AP_50,all,0.0571586587599077,0.0026687680837842766,0.0543435142900027,0.0596518387947576,3
IS,small,FasterRCNN,hybrid_50_50,50,50,real_internal,IS_real,AP_50_95,all,0.032809236207642166,0.001828476308695414,0.0314753870274376,0.0348935387941911,3
IS,small,FasterRCNN,hybrid_50_50,50,50,real_internal,IS_real,AP_75,all,0.03701918072947117,0.0037778632321738732,0.0334379664381532,0.0409669686164581,3
IS,small,FasterRCNN,hybrid_50_50,50,50,real_internal,IS_real,AR_1,all,0.020062893081760968,0.0011055594862419491,0.0192452830188679,0.0213207547169811,3
IS,small,FasterRCNN,hybrid_50_50,50,50,real_internal,IS_real,AR_10,all,0.0614465408805031,0.00288829245363646,0.0592452830188679,0.0647169811320754,3
IS,small,FasterRCNN,hybrid_50_50,50,50,real_internal,IS_real,AR_100,all,0.0643396226415094,0.0023566030182635735,0.0624528301886792,0.0669811320754717,3
IS,small,FasterRCNN,hybrid_50_50,50,50,synthetic_internal,IS_synth,AP_50,all,0.44255957157311165,0.041637471240124686,0.4113493008067221,0.4898367492063524,3
IS,small,FasterRCNN,hybrid_50_50,50,50,synthetic_internal,IS_synth,AP_50_95,all,0.2614268135930115,0.03580041952568975,0.2378536639759204,0.3026225706591967,3
IS,small,FasterRCNN,hybrid_50_50,50,50,synthetic_internal,IS_synth,AP_75,all,0.2915022506364506,0.06847483872627211,0.2461370839259837,0.3702678508112849,3
IS,small,FasterRCNN,hybrid_50_50,50,50,synthetic_internal,IS_synth,AR_1,all,0.08000557807277824,0.005508250428167534,0.0763594498325382,0.0863419707230632,3
IS,small,FasterRCNN,hybrid_50_50,50,50,synthetic_internal,IS_synth,AR_10,all,0.4285335263239636,0.0434651412117363,0.4018867786958378,0.4786900595353468,3
IS,small,FasterRCNN,hybrid_50_50,50,50,synthetic_internal,IS_synth,AR_100,all,0.46526725961396315,0.048023949056989146,0.4364773085687181,0.5207067685379728,3
IS,small,FasterRCNN,hybrid_70_30,70,30,real_internal,IS_real,AP_50,all,0.05292521087542413,0.0021068615607430638,0.050542964971867,0.0545435854829931,3
IS,small,FasterRCNN,hybrid_70_30,70,30,real_internal,IS_real,AP_50_95,all,0.03303793300409553,0.0017999878163148493,0.0317225027175686,0.0350892723828858,3
IS,small,FasterRCNN,hybrid_70_30,70,30,real_internal,IS_real,AP_75,all,0.04044352421016944,0.003212904941309086,0.0375291864187211,0.0438888416390496,3
IS,small,FasterRCNN,hybrid_70_30,70,30,real_internal,IS_real,AR_1,all,0.022578616352201198,0.0007625380913825475,0.0218867924528301,0.0233962264150943,3
IS,small,FasterRCNN,hybrid_70_30,70,30,real_internal,IS_real,AR_10,all,0.06503144654088046,0.0016484707449158484,0.0632075471698113,0.0664150943396226,3
IS,small,FasterRCNN,hybrid_70_30,70,30,real_internal,IS_real,AR_100,all,0.0684276729559748,0.000968226686688089,0.0673584905660377,0.0692452830188679,3
IS,small,FasterRCNN,hybrid_70_30,70,30,synthetic_internal,IS_synth,AP_50,all,0.29527145714023345,0.05190132120657113,0.244678524356383,0.3483890217713415,3
IS,small,FasterRCNN,hybrid_70_30,70,30,synthetic_internal,IS_synth,AP_50_95,all,0.16122710353239142,0.02773165428947182,0.1321094225799698,0.1873256641783255,3
IS,small,FasterRCNN,hybrid_70_30,70,30,synthetic_internal,IS_synth,AP_75,all,0.15221885075441208,0.027625894078660007,0.1203192915855844,0.1682287740931901,3
IS,small,FasterRCNN,hybrid_70_30,70,30,synthetic_internal,IS_synth,AR_1,all,0.07180778861277516,0.004518553537004849,0.0667948012448075,0.0755671966207359,3
IS,small,FasterRCNN,hybrid_70_30,70,30,synthetic_internal,IS_synth,AR_10,all,0.3388301026410643,0.027217109529565072,0.3092403415289369,0.3627958925925897,3
IS,small,FasterRCNN,hybrid_70_30,70,30,synthetic_internal,IS_synth,AR_100,all,0.36538331499556104,0.028732255558434817,0.3337588055210851,0.3898823591195227,3
IS,small,FasterRCNN,real_only,100,0,real_internal,IS_real,AP_50,all,0.06863484326305029,0.0014134537159377941,0.0677597401483407,0.0702654988858862,3
IS,small,FasterRCNN,real_only,100,0,real_internal,IS_real,AP_50_95,all,0.04392949542625643,0.0002650883016033425,0.0436285453999117,0.0441283813770284,3
IS,small,FasterRCNN,real_only,100,0,real_internal,IS_real,AP_75,all,0.0589500875720824,0.0016070392613232664,0.0571112235902039,0.0600851804763715,3
IS,small,FasterRCNN,real_only,100,0,real_internal,IS_real,AR_1,all,0.023270440251572266,0.0013907763765720878,0.0216981132075471,0.0243396226415094,3
IS,small,FasterRCNN,real_only,100,0,real_internal,IS_real,AR_10,all,0.0684905660377358,0.001473632014322033,0.0667924528301886,0.0694339622641509,3
IS,small,FasterRCNN,real_only,100,0,real_internal,IS_real,AR_100,all,0.070440251572327,0.002017486155011973,0.0681132075471698,0.0716981132075471,3
IS,small,FasterRCNN,synthetic_only,0,100,real_internal,IS_real,AP_50,all,0.021114284003832168,0.002550420356705525,0.0182703596446601,0.0231986015830178,3
IS,small,FasterRCNN,synthetic_only,0,100,real_internal,IS_real,AP_50_95,all,0.006399850551601734,0.001582807483965785,0.0047611085421914,0.0079200589135043,3
IS,small,FasterRCNN,synthetic_only,0,100,real_internal,IS_real,AP_75,all,0.0025079641116707665,0.0012041187843183183,0.0016895072211473,0.0038905877929565,3
IS,small,FasterRCNN,synthetic_only,0,100,real_internal,IS_real,AR_1,all,0.012452830188679168,0.0013072081566557414,0.0116981132075471,0.0139622641509433,3
