scenario,scale,architecture,regime,real_pct,synthetic_pct,eval_domain,eval_dataset,metric,class,seed,selected_seed,summary_value,summary_std,baseline_value,baseline_regime,delta
ADD,large,FasterRCNN,hybrid_30_70,30,70,real_internal,BDD,AP_50,all,,False,0.4176093382478759,0.003921051102664332,0.4870774362961748,real_only,-0.0694680980482989
ADD,large,FasterRCNN,hybrid_30_70,30,70,real_internal,BDD,AP_50,car,,False,0.6557566756096299,0.0016349829422160468,0.7123753190398295,real_only,-0.05661864343019962
ADD,large,FasterRCNN,hybrid_30_70,30,70,real_internal,BDD,AP_50,cyclist,,False,0.228515353313289,0.012218989211208295,0.29719370862060673,real_only,-0.06867835530731772
ADD,large,FasterRCNN,hybrid_30_70,30,70,real_internal,BDD,AP_50,pedestrian,,False,0.3685559858207088,0.004775987227326759,0.45166328122808813,real_only,-0.08310729540737932
ADD,large,FasterRCNN,hybrid_30_70,30,70,real_internal,BDD,AP_50_95,all,,False,0.19344977551747414,0.0019513859793772812,0.21669701610629621,real_only,-0.023247240588822077
ADD,large,FasterRCNN,hybrid_30_70,30,70,real_internal,BDD,AP_50_95,car,,False,0.3476484523459258,0.0011744134731571359,0.38153337450562214,real_only,-0.03388492215969635
ADD,large,FasterRCNN,hybrid_30_70,30,70,real_internal,BDD,AP_50_95,cyclist,,False,0.09303716733505353,0.006284542879299161,0.11385350349984791,real_only,-0.020816336164794377
ADD,large,FasterRCNN,hybrid_30_70,30,70,real_internal,BDD,AP_50_95,pedestrian,,False,0.13966370687144314,0.00182530146850571,0.1547041703134186,real_only,-0.01504046344197546
ADD,large,FasterRCNN,hybrid_30_70,30,70,real_internal,BDD,AP_75,all,,False,0.15669911488760394,0.0026857883107579226,0.15858756474667113,real_only,-0.0018884498590671928
ADD,large,FasterRCNN,hybrid_30_70,30,70,real_internal,BDD,AP_75,car,,False,0.33026908037391295,0.0020725026217627866,0.36119738090874304,real_only,-0.03092830053483009
ADD,large,FasterRCNN,hybrid_30_70,30,70,real_internal,BDD,AP_75,cyclist,,False,0.06454676273632247,0.007613393893571533,0.0543191300627118,real_only,0.010227632673610668
ADD,large,FasterRCNN,hybrid_30_70,30,70,real_internal,BDD,AP_75,pedestrian,,False,0.07528150155257644,0.002054393784545504,0.0602461832685586,real_only,0.015035318284017843
ADD,large,FasterRCNN,hybrid_30_70,30,70,real_internal,BDD,AR_1,all,,False,0.08280388407982617,0.00184234299624479,0.08580625160195397,real_only,-0.003002367522127805
ADD,large,FasterRCNN,hybrid_30_70,30,70,real_internal,BDD,AR_10,all,,False,0.24457569005713584,0.0013782472423500296,0.26601524434444074,real_only,-0.0214395542873049
ADD,large,FasterRCNN,hybrid_30_70,30,70,real_internal,BDD,AR_100,all,,False,0.28646617596517304,0.001176567856994917,0.3133089312061561,real_only,-0.026842755240983063
ADD,large,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50,all,,False,0.41901793124075487,0.0011637659380361828,0.15953617503479542,real_only,0.2594817562059595
ADD,large,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50,car,,False,0.5681064715779983,0.003034740846407323,0.2186296869979156,real_only,0.3494767845800827
ADD,large,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50,cyclist,,False,0.34286447015651866,0.0004189147616604409,0.066570820479631,real_only,0.27629364967688763
ADD,large,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50,pedestrian,,False,0.34608285198774763,0.00048092569903470354,0.1934080176268397,real_only,0.15267483436090792
ADD,large,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50_95,all,,False,0.2269104068869626,0.0014905290856432423,0.0674667248279897,real_only,0.1594436820589729
ADD,large,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50_95,car,,False,0.3482758821536455,0.002217588208563465,0.10691748759277743,real_only,0.2413583945608681
ADD,large,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50_95,cyclist,,False,0.16634310347515655,0.0014556204873629201,0.023449195167762404,real_only,0.14289390830739415
ADD,large,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_50_95,pedestrian,,False,0.1661122350320857,0.0010142072093397064,0.07203349172342927,real_only,0.09407874330865643
ADD,large,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_75,all,,False,0.21319743330812999,0.00234157553085275,0.04859353626020643,real_only,0.16460389704792355
ADD,large,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_75,car,,False,0.36206004975353095,0.004297298190503183,0.09573469548830323,real_only,0.26632535426522774
ADD,large,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_75,cyclist,,False,0.13933971626327327,0.0023462751858873993,0.0097909673622669,real_only,0.12954874890100637
ADD,large,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AP_75,pedestrian,,False,0.13819253390758587,0.0017448473567933484,0.04025494593004927,real_only,0.0979375879775366
ADD,large,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_1,all,,False,0.03782956840098983,0.000109164785182048,0.020113259586054064,real_only,0.017716308814935768
ADD,large,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_10,all,,False,0.19448980905257504,0.0006421169565873181,0.07614413691993423,real_only,0.11834567213264081
ADD,large,FasterRCNN,hybrid_30_70,30,70,synthetic_internal,SYNTHIA,AR_100,all,,False,0.2712016678759586,0.001027674664768145,0.10329554476485463,real_only,0.16790612311110398
ADD,large,FasterRCNN,hybrid_50_50,50,50,real_internal,BDD,AP_50,all,,False,0.4402425166254625,0.0009994977423808198,0.4870774362961748,real_only,-0.046834919670712294
ADD,large,FasterRCNN,hybrid_50_50,50,50,real_internal,BDD,AP_50,car,,False,0.6773121485771578,0.002609594171197034,0.7123753190398295,real_only,-0.03506317046267171
